county,administered_date,total_doses,cumulative_total_doses,pfizer_doses,moderna_doses,jj_doses,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose
Butte,2/10/2021,1708,39949,1191,517,0,699,21046,1007,9449,699
Butte,2/11/2021,2198,42147,1348,850,0,1004,20856,1194,10643,1004
Butte,2/12/2021,867,43014,302,565,0,317,20624,549,11192,317
Butte,2/13/2021,254,43268,45,209,0,151,20672,103,11295,151
Butte,2/14/2021,160,43428,9,151,0,155,20822,5,11300,155
Butte,2/15/2021,261,43689,48,213,0,198,20957,63,11363,198
Butte,2/16/2021,729,44418,428,301,0,273,20773,457,11820,273
Butte,2/17/2021,1513,45931,847,666,0,841,20944,670,12490,841
Butte,2/18/2021,1549,47480,758,791,0,744,20883,805,13295,744
Butte,2/19/2021,1166,48646,387,779,0,401,20526,758,14053,401
Butte,2/20/2021,473,49119,28,445,0,120,20294,352,14405,120
Butte,2/21/2021,15,49134,13,2,0,11,20301,4,14409,11
Butte,2/22/2021,1492,50626,295,1197,0,381,19572,1110,15519,381
Butte,2/23/2021,1633,52259,298,1335,0,463,18870,1165,16684,463
Butte,2/24/2021,2132,54391,596,1536,0,729,18204,1395,18079,729
Butte,2/25/2021,2073,56464,574,1499,0,652,17441,1416,19495,653
Butte,2/26/2021,921,57385,311,610,0,398,17319,520,20015,398
Butte,2/27/2021,233,57618,47,186,0,186,17460,45,20060,186
Butte,2/28/2021,139,57757,16,123,0,131,17583,8,20068,131
Butte,3/1/2021,1623,59380,178,1444,1,327,16616,1295,21363,328
Butte,3/2/2021,1737,61117,192,1545,0,305,15493,1428,22791,305
Butte,3/3/2021,2779,63896,844,1935,0,481,13677,2297,25088,481
Butte,3/4/2021,3122,67018,659,2463,0,610,11776,2511,27599,610
Butte,3/5/2021,1328,68346,604,723,1,722,11896,603,28202,723
Butte,3/6/2021,244,68590,27,194,23,183,12042,60,28262,206
Butte,3/7/2021,55,68645,3,35,17,30,12064,25,28287,47
Butte,3/8/2021,1262,69907,128,1057,77,1098,13077,162,28449,1175
Butte,3/9/2021,1896,71803,276,1517,103,1411,14107,484,28933,1514
Butte,3/10/2021,2321,74124,966,1255,100,1582,15054,734,29667,1681
Butte,3/11/2021,2800,76924,1313,1362,125,1977,16343,813,30480,2102
Butte,3/12/2021,1136,78060,324,466,346,354,16267,776,31256,700
Butte,3/13/2021,252,78312,68,136,48,64,16191,188,31444,112
Butte,3/14/2021,160,78472,15,103,42,21,16116,138,31582,63
Butte,3/15/2021,1719,80191,360,1066,293,1126,16947,588,32170,1419
Butte,3/16/2021,1623,81814,414,1131,78,1083,17570,537,32707,1160
Butte,3/17/2021,1950,83764,1357,512,81,1131,17970,811,33518,1211
Butte,3/18/2021,1797,85561,1455,213,129,1058,18421,735,34253,1186
Butte,3/19/2021,697,86258,313,300,84,345,18505,345,34598,429
Butte,3/20/2021,205,86463,32,157,16,93,18502,112,34710,109
Butte,3/21/2021,57,86520,26,2,29,15,18504,42,34752,44
Butte,3/22/2021,1461,87981,353,1014,94,1197,19533,262,35014,1291
Butte,3/23/2021,1795,89776,487,1194,114,1451,20755,343,35357,1565
Butte,3/24/2021,2246,92022,1263,857,126,1700,22038,542,35899,1825
Butte,3/25/2021,1481,93503,1199,192,90,1019,22688,459,36358,1109
Butte,3/26/2021,1201,94704,434,521,246,561,22863,632,36990,807
Butte,3/27/2021,300,95004,83,193,24,132,22853,165,37155,155
Butte,3/28/2021,224,95228,42,174,8,100,22839,121,37276,107
Butte,3/29/2021,1720,96948,381,1269,70,1309,23810,408,37684,1379
Butte,3/30/2021,1032,97980,466,476,90,492,23858,534,38218,582
Butte,3/31/2021,1776,99756,1304,405,67,1086,24327,684,38902,1153
Butte,4/1/2021,3282,103038,2665,490,127,2214,25606,1063,39965,2342
Butte,4/2/2021,992,104030,414,459,119,560,25860,424,40389,678
Butte,4/3/2021,345,104375,47,223,75,166,25922,179,40568,241
Butte,4/4/2021,185,104560,22,140,23,107,25976,76,40644,130
Butte,4/5/2021,1958,106518,419,1369,170,601,25396,1350,41994,770
Butte,4/6/2021,2182,108700,617,1145,420,785,25208,1391,43385,1203
Butte,4/7/2021,2996,111696,1310,1295,391,687,23982,2304,45689,1078
Butte,4/8/2021,2714,114410,1185,1263,266,436,22409,2275,47964,702
Butte,4/9/2021,1365,115775,346,540,479,327,22179,1035,48999,805
Butte,4/10/2021,217,115992,46,74,97,95,22249,121,49120,191
Butte,4/11/2021,101,116093,44,47,10,81,22322,18,49138,91
Butte,4/12/2021,1406,117499,316,956,134,252,21554,1154,50292,386
Butte,4/13/2021,1636,119135,571,1059,6,351,20634,1278,51570,358
Butte,4/14/2021,2827,121962,2337,490,0,1315,20443,1507,53077,1316
Butte,4/15/2021,610,122572,373,237,0,462,20759,146,53223,462
Butte,4/16/2021,799,123371,406,393,0,474,20911,322,53545,474
Butte,4/17/2021,334,123705,60,274,0,234,21046,99,53644,234
Butte,4/18/2021,38,123743,8,30,0,34,21076,4,53648,34
Butte,4/19/2021,1556,125299,381,1175,0,447,20417,1106,54754,447
Butte,4/20/2021,1971,127270,726,1245,0,790,20031,1176,55930,790
Butte,4/21/2021,2045,129315,1167,878,0,479,18950,1560,57490,479
Butte,4/22/2021,2100,131415,1833,267,0,537,17927,1560,59050,537
Butte,4/23/2021,640,132055,334,306,0,343,17975,295,59345,343
Calaveras,12/16/2020,5,5,5,0,0,5,5,0,0,5
Calaveras,12/17/2020,3,8,3,0,0,3,8,0,0,3
Calaveras,12/18/2020,38,46,38,0,0,38,46,0,0,38
Calaveras,12/19/2020,3,49,3,0,0,3,49,0,0,3
Calaveras,12/20/2020,3,52,3,0,0,3,52,0,0,3
Calaveras,12/21/2020,55,107,48,7,0,55,107,0,0,55
Calaveras,12/22/2020,80,187,76,4,0,81,188,0,0,81
Calaveras,12/23/2020,76,263,74,2,0,76,264,0,0,76
Calaveras,12/24/2020,2,265,2,0,0,2,266,0,0,2
Calaveras,12/26/2020,3,268,3,0,0,3,269,0,0,3
Calaveras,12/28/2020,22,290,18,4,0,21,289,1,1,21
Calaveras,12/29/2020,168,458,148,20,0,168,457,0,1,168
Calaveras,12/30/2020,94,552,82,12,0,94,551,0,1,94
Calaveras,12/31/2020,35,587,25,10,0,35,586,0,1,35
Calaveras,1/2/2021,11,598,11,0,0,11,597,0,1,11
Calaveras,1/3/2021,9,607,4,5,0,9,606,0,1,9
Calaveras,1/4/2021,33,640,5,28,0,33,639,0,1,33
Calaveras,1/5/2021,41,681,10,31,0,33,669,8,9,38
Calaveras,1/6/2021,107,788,29,78,0,97,756,10,19,97
Calaveras,1/7/2021,104,892,25,79,0,92,838,11,30,93
Calaveras,1/8/2021,68,960,38,30,0,45,861,23,53,46
Calaveras,1/9/2021,5,965,5,0,0,2,860,3,56,2
Calaveras,1/10/2021,2,967,0,2,0,2,862,0,56,2
Calaveras,1/11/2021,64,1031,58,6,0,27,854,36,92,28
Calaveras,1/12/2021,85,1116,52,33,0,52,874,33,125,53
Calaveras,1/13/2021,107,1223,43,64,0,74,916,33,158,75
Calaveras,1/14/2021,135,1358,40,95,0,102,987,32,190,103
Calaveras,1/15/2021,90,1448,28,62,0,71,1039,19,209,71
Calaveras,1/16/2021,13,1461,2,11,0,12,1050,1,210,12
Calaveras,1/17/2021,10,1471,1,9,0,10,1060,0,210,10
Calaveras,1/18/2021,131,1602,19,112,0,118,1168,13,223,121
Calaveras,1/19/2021,204,1806,174,30,0,62,1090,141,364,63
Calaveras,1/20/2021,375,2181,81,294,0,291,1306,83,447,299
Calaveras,1/21/2021,461,2642,40,421,0,434,1719,27,474,440
Calaveras,1/22/2021,400,3042,23,377,0,390,2106,10,484,397
Calaveras,1/23/2021,22,3064,10,12,0,18,2120,4,488,18
Calaveras,1/24/2021,13,3077,8,5,0,11,2129,2,490,11
Calaveras,1/25/2021,84,3161,8,76,0,79,2203,5,495,79
Calaveras,1/26/2021,47,3208,16,31,0,38,2232,9,504,38
Calaveras,1/27/2021,133,3341,43,90,0,106,2312,26,530,106
Calaveras,1/28/2021,163,3504,22,141,0,140,2432,23,553,143
Calaveras,1/29/2021,386,3890,13,373,0,362,2778,24,577,370
Calaveras,1/30/2021,27,3917,10,17,0,25,2803,0,577,25
Calaveras,1/31/2021,5,3922,3,2,0,4,2806,1,578,4
Calaveras,2/1/2021,24,3946,11,13,0,18,2818,6,584,18
Calaveras,2/2/2021,108,4054,22,86,0,70,2855,34,618,71
Calaveras,2/3/2021,430,4484,43,387,0,347,3121,82,700,348
Calaveras,2/4/2021,377,4861,24,353,0,295,3334,82,782,295
Calaveras,2/5/2021,79,4940,23,56,0,41,3338,38,820,42
Calaveras,2/6/2021,22,4962,13,9,0,22,3360,0,820,22
Calaveras,2/7/2021,4,4966,1,3,0,2,3360,2,822,2
Calaveras,2/8/2021,38,5004,17,21,0,30,3384,6,828,30
Calaveras,2/9/2021,189,5193,74,115,0,128,3457,55,883,128
Calaveras,2/10/2021,508,5701,27,481,0,443,3836,65,948,444
Calaveras,2/11/2021,579,6280,78,501,0,473,4207,103,1051,474
Calaveras,2/12/2021,569,6849,325,244,0,494,4629,73,1124,495
Calaveras,2/13/2021,193,7042,37,156,0,178,4792,15,1139,178
Calaveras,2/14/2021,221,7263,71,150,0,206,4983,15,1154,206
Calaveras,2/15/2021,381,7644,22,359,0,261,5127,117,1271,261
Calaveras,2/16/2021,268,7912,143,125,0,232,5323,36,1307,232
Calaveras,2/17/2021,509,8421,37,472,0,211,5244,291,1598,212
Calaveras,2/18/2021,497,8918,90,407,0,98,4953,389,1987,98
Calaveras,2/19/2021,436,9354,43,393,0,97,4721,329,2316,97
Calaveras,2/20/2021,59,9413,15,44,0,48,4758,11,2327,48
Calaveras,2/21/2021,22,9435,13,9,0,19,4774,3,2330,19
Calaveras,2/22/2021,61,9496,38,23,0,33,4779,28,2358,33
Calaveras,2/23/2021,121,9617,39,82,0,87,4833,34,2392,88
Calaveras,2/24/2021,97,9714,48,49,0,66,4869,30,2422,66
Calaveras,2/25/2021,549,10263,98,451,0,360,5043,186,2608,360
Calaveras,2/26/2021,706,10969,47,659,0,370,5094,321,2929,372
Calaveras,2/27/2021,201,11170,21,180,0,178,5249,23,2952,178
Calaveras,2/28/2021,96,11266,15,81,0,92,5337,4,2956,92
Calaveras,3/1/2021,226,11492,40,186,0,146,5405,79,3035,147
Calaveras,3/2/2021,241,11733,91,150,0,201,5568,39,3074,202
Calaveras,3/3/2021,509,12242,102,407,0,214,5490,292,3366,214
Calaveras,3/4/2021,736,12978,61,674,1,349,5459,382,3748,351
Calaveras,3/5/2021,456,13434,271,181,4,141,5292,312,4060,145
Calaveras,3/6/2021,155,13589,43,106,6,121,5385,34,4094,127
Calaveras,3/7/2021,76,13665,32,36,8,34,5385,42,4136,42
Calaveras,3/8/2021,160,13825,25,127,8,126,5486,33,4169,134
Calaveras,3/9/2021,360,14185,137,217,6,33,5201,324,4493,39
Calaveras,3/10/2021,414,14599,25,386,3,57,4906,355,4848,60
Calaveras,3/11/2021,840,15439,414,413,13,425,4931,413,5261,438
Calaveras,3/12/2021,399,15838,210,178,11,326,5200,73,5334,342
Calaveras,3/13/2021,177,16015,16,153,8,144,5322,32,5366,154
Calaveras,3/14/2021,155,16170,10,144,1,17,5209,138,5504,25
Calaveras,3/15/2021,330,16500,47,257,26,52,5014,277,5781,82
Calaveras,3/16/2021,682,17182,547,115,20,542,5437,139,5920,562
Calaveras,3/17/2021,278,17460,52,213,13,51,5277,225,6145,65
Calaveras,3/18/2021,665,18125,569,81,15,550,5729,115,6260,567
Calaveras,3/19/2021,229,18354,49,107,73,55,5686,170,6430,127
Calaveras,3/20/2021,80,18434,20,59,1,24,5656,56,6486,26
Calaveras,3/21/2021,48,18482,31,6,11,13,5645,35,6521,24
Calaveras,3/22/2021,79,18561,36,22,21,25,5637,54,6575,46
Calaveras,3/23/2021,292,18853,204,78,10,114,5589,172,6747,124
Calaveras,3/24/2021,131,18984,49,72,10,42,5552,89,6836,52
Calaveras,3/25/2021,735,19719,101,631,3,443,5709,289,7125,446
Calaveras,3/26/2021,425,20144,26,393,6,87,5469,335,7460,95
Calaveras,3/27/2021,210,20354,18,188,4,37,5343,170,7630,44
Calaveras,3/28/2021,112,20466,12,98,2,8,5251,103,7733,11
Calaveras,3/29/2021,175,20641,21,152,2,57,5195,117,7850,61
Calaveras,3/30/2021,517,21158,21,481,15,345,5384,172,8022,361
Calaveras,3/31/2021,322,21480,141,171,10,154,5381,168,8190,165
Calaveras,4/1/2021,677,22157,437,239,1,181,5071,495,8685,185
Calaveras,4/2/2021,387,22544,226,153,8,112,4919,273,8958,121
Calaveras,4/3/2021,141,22685,30,107,4,39,4860,102,9060,43
Calaveras,4/4/2021,79,22764,26,53,0,51,4883,28,9088,51
Calaveras,4/5/2021,205,22969,76,120,9,95,4878,110,9198,105
Calaveras,4/6/2021,644,23613,570,60,14,106,4463,535,9733,120
Calaveras,4/7/2021,749,24362,650,63,36,612,4975,137,9870,649
Calaveras,4/8/2021,939,25301,851,68,20,434,4927,504,10374,456
Calaveras,4/9/2021,149,25450,57,45,47,55,4936,94,10468,103
Calaveras,4/10/2021,187,25637,42,127,18,146,5060,41,10509,165
Calaveras,4/11/2021,67,25704,43,22,2,46,5087,21,10530,48
Calaveras,4/12/2021,101,25805,49,38,14,57,5115,44,10574,72
Calaveras,4/13/2021,419,26224,363,56,0,362,5424,55,10629,364
Calaveras,4/14/2021,177,26401,27,150,0,133,5514,44,10673,134
Calaveras,4/15/2021,334,26735,284,50,0,249,5681,82,10755,249
Calaveras,4/16/2021,93,26828,20,73,0,45,5682,44,10799,45
Calaveras,4/17/2021,323,27151,123,200,0,282,5923,41,10840,282
Calaveras,4/18/2021,19,27170,6,13,0,12,5928,7,10847,12
Calaveras,4/19/2021,67,27237,24,43,0,41,5945,25,10872,42
Calaveras,4/20/2021,252,27489,87,165,0,188,6071,62,10934,188
Calaveras,4/21/2021,204,27693,142,62,0,79,6028,123,11057,80
Calaveras,4/22/2021,524,28217,91,433,0,138,5784,385,11442,141
Calaveras,4/23/2021,53,28270,13,40,0,23,5779,28,11470,23
Colusa,12/18/2020,1,1,1,0,0,1,1,0,0,1
Colusa,12/21/2020,2,3,2,0,0,2,3,0,0,2
Colusa,12/22/2020,10,13,10,0,0,10,13,0,0,10
Colusa,12/23/2020,10,23,10,0,0,10,23,0,0,10
Colusa,12/24/2020,2,25,1,1,0,2,25,0,0,2
Colusa,12/27/2020,1,26,1,0,0,1,26,0,0,1
Colusa,12/28/2020,7,33,3,4,0,7,33,0,0,7
Colusa,12/29/2020,11,44,8,3,0,11,44,0,0,11
Colusa,12/30/2020,50,94,13,37,0,50,94,0,0,50
Colusa,12/31/2020,18,112,1,17,0,18,112,0,0,18
Colusa,1/4/2021,4,116,0,4,0,4,116,0,0,4
Colusa,1/5/2021,67,183,1,66,0,67,183,0,0,67
Colusa,1/6/2021,15,198,9,6,0,15,198,0,0,15
Colusa,1/7/2021,38,236,4,34,0,37,234,1,1,37
Colusa,1/8/2021,9,245,7,2,0,8,241,1,2,8
Colusa,1/9/2021,2,247,1,1,0,2,243,0,2,2
Colusa,1/10/2021,1,248,0,1,0,1,244,0,2,1
Colusa,1/11/2021,12,260,6,6,0,7,246,5,7,7
Colusa,1/12/2021,11,271,9,2,0,6,247,5,12,6
Colusa,1/13/2021,21,292,13,8,0,13,252,8,20,13
Colusa,1/14/2021,35,327,28,7,0,33,283,2,22,33
Colusa,1/15/2021,41,368,5,36,0,39,320,2,24,39
Colusa,1/16/2021,12,380,1,11,0,11,330,1,25,11
Colusa,1/17/2021,3,383,2,1,0,2,331,1,26,2
Colusa,1/18/2021,4,387,0,4,0,4,335,0,26,4
Colusa,1/19/2021,9,396,8,1,0,5,336,4,30,5
Colusa,1/20/2021,115,511,101,14,0,102,425,13,43,102
Colusa,1/21/2021,56,567,41,15,0,55,479,1,44,55
Colusa,1/22/2021,40,607,17,23,0,35,509,5,49,35
Colusa,1/23/2021,35,642,6,29,0,35,544,0,49,35
Colusa,1/25/2021,7,649,0,7,0,7,551,0,49,7
Colusa,1/26/2021,8,657,5,3,0,5,553,3,52,5
Colusa,1/27/2021,107,764,31,76,0,105,656,2,54,105
Colusa,1/28/2021,79,843,46,33,0,72,721,7,61,72
Colusa,1/29/2021,41,884,7,34,0,40,760,1,62,40
Colusa,1/30/2021,27,911,4,23,0,27,787,0,62,27
Colusa,1/31/2021,7,918,7,0,0,7,794,0,62,7
Colusa,2/1/2021,27,945,10,17,0,22,811,5,67,22
Colusa,2/2/2021,42,987,8,34,0,36,841,6,73,36
Colusa,2/3/2021,69,1056,10,59,0,59,890,10,83,59
Colusa,2/4/2021,143,1199,81,62,0,115,977,28,111,115
Colusa,2/5/2021,32,1231,8,24,0,29,1003,3,114,29
Colusa,2/6/2021,284,1515,8,276,0,273,1265,11,125,273
Colusa,2/7/2021,2,1517,1,1,0,0,1263,2,127,0
Colusa,2/8/2021,40,1557,5,35,0,37,1297,3,130,37
Colusa,2/9/2021,231,1788,14,217,0,176,1418,55,185,176
Colusa,2/10/2021,116,1904,41,75,0,73,1448,43,228,73
Colusa,2/11/2021,97,2001,36,61,0,72,1495,25,253,72
Colusa,2/12/2021,117,2118,9,108,0,79,1535,39,292,79
Colusa,2/13/2021,60,2178,8,52,0,52,1579,8,300,52
Colusa,2/14/2021,20,2198,8,12,0,14,1587,6,306,14
Colusa,2/15/2021,45,2243,10,35,0,38,1618,7,313,38
Colusa,2/16/2021,67,2310,4,63,0,66,1683,1,314,66
Colusa,2/17/2021,206,2516,143,63,0,60,1597,146,460,60
Colusa,2/18/2021,135,2651,35,100,0,112,1686,23,483,112
Colusa,2/19/2021,155,2806,19,136,0,129,1789,26,509,129
Colusa,2/20/2021,28,2834,6,22,0,12,1785,16,525,12
Colusa,2/21/2021,1,2835,1,0,0,0,1784,1,526,0
Colusa,2/22/2021,43,2878,26,17,0,29,1799,14,540,29
Colusa,2/23/2021,22,2900,6,16,0,18,1813,4,544,18
Colusa,2/24/2021,300,3200,54,246,0,158,1829,142,686,158
Colusa,2/25/2021,101,3301,54,47,0,66,1860,35,721,66
Colusa,2/26/2021,97,3398,12,85,0,58,1879,39,760,58
Colusa,2/27/2021,55,3453,4,51,0,40,1904,15,775,40
Colusa,2/28/2021,26,3479,14,12,0,18,1914,8,783,18
Colusa,3/1/2021,46,3525,15,31,0,29,1926,17,800,29
Colusa,3/2/2021,49,3574,13,36,0,26,1929,23,823,26
Colusa,3/3/2021,238,3812,39,199,0,181,2053,57,880,181
Colusa,3/4/2021,136,3948,58,78,0,80,2077,56,936,80
Colusa,3/5/2021,98,4046,25,64,9,53,2094,45,981,62
Colusa,3/6/2021,274,4320,9,265,0,37,1894,237,1218,37
Colusa,3/7/2021,8,4328,5,3,0,6,1898,2,1220,6
Colusa,3/8/2021,88,4416,20,33,35,44,1933,44,1264,79
Colusa,3/9/2021,272,4688,70,179,23,83,1850,189,1453,106
Colusa,3/10/2021,287,4975,35,216,36,201,2001,86,1539,237
Colusa,3/11/2021,416,5391,57,338,21,335,2274,81,1620,354
Colusa,3/12/2021,109,5500,18,78,13,19,2216,90,1710,32
Colusa,3/13/2021,61,5561,16,36,9,18,2200,43,1753,27
Colusa,3/14/2021,20,5581,0,18,2,6,2195,13,1766,8
Colusa,3/15/2021,69,5650,26,35,8,14,2162,55,1821,22
Colusa,3/16/2021,295,5945,15,234,46,188,2289,107,1928,234
Colusa,3/17/2021,195,6140,49,146,0,111,2316,84,2012,111
Colusa,3/18/2021,320,6460,33,216,71,197,2461,123,2135,268
Colusa,3/19/2021,78,6538,20,56,2,55,2495,23,2158,57
Colusa,3/20/2021,49,6587,7,41,1,36,2519,13,2171,37
Colusa,3/21/2021,6,6593,4,2,0,4,2521,2,2173,4
Colusa,3/22/2021,62,6655,10,43,9,40,2548,22,2195,49
Colusa,3/23/2021,81,6736,16,63,2,54,2577,27,2222,56
Colusa,3/24/2021,338,7074,57,275,6,70,2384,268,2490,75
Colusa,3/25/2021,109,7183,60,44,5,52,2384,57,2547,57
Colusa,3/26/2021,297,7480,46,247,4,244,2579,53,2600,248
Colusa,3/27/2021,62,7542,5,57,0,24,2565,38,2638,24
Colusa,3/28/2021,15,7557,6,9,0,7,2564,8,2646,7
Colusa,3/29/2021,69,7626,19,44,6,30,2561,39,2685,36
Colusa,3/30/2021,147,7773,78,67,2,75,2566,72,2757,77
Colusa,3/31/2021,228,8001,36,192,0,72,2484,154,2911,72
Colusa,4/1/2021,421,8422,65,301,55,300,2719,120,3031,355
Colusa,4/2/2021,81,8503,14,54,13,39,2729,42,3073,52
Colusa,4/3/2021,62,8565,10,29,23,14,2718,48,3121,37
Colusa,4/4/2021,18,8583,0,8,10,3,2716,15,3136,13
Colusa,4/5/2021,95,8678,25,55,15,39,2714,56,3192,54
Colusa,4/6/2021,128,8806,33,45,50,43,2722,85,3277,93
Colusa,4/7/2021,357,9163,40,294,23,133,2655,224,3501,157
Colusa,4/8/2021,427,9590,33,366,28,122,2502,302,3803,149
Colusa,4/9/2021,76,9666,21,32,23,28,2505,48,3851,51
Colusa,4/10/2021,45,9711,9,16,20,13,2506,32,3883,33
Colusa,4/11/2021,15,9726,2,11,2,7,2507,8,3891,9
Colusa,4/12/2021,31,9757,3,28,0,24,2524,7,3898,24
Colusa,4/13/2021,279,10036,23,256,0,95,2436,183,4081,95
Colusa,4/14/2021,94,10130,19,75,0,33,2408,61,4142,33
Colusa,4/15/2021,317,10447,42,275,0,129,2349,188,4330,129
Colusa,4/16/2021,80,10527,11,69,0,36,2342,43,4373,36
Colusa,4/17/2021,53,10580,7,46,0,31,2351,22,4395,31
Colusa,4/18/2021,9,10589,2,7,0,7,2356,2,4397,7
Colusa,4/19/2021,61,10650,22,39,0,17,2329,44,4441,17
Colusa,4/20/2021,176,10826,32,144,0,128,2409,48,4489,128
Colusa,4/21/2021,168,10994,59,109,0,109,2459,59,4548,109
Colusa,4/22/2021,372,11366,25,346,1,186,2460,185,4733,186
Colusa,4/23/2021,55,11421,9,46,0,17,2439,38,4771,17
Contra Costa,12/15/2020,18,18,18,0,0,18,18,0,0,18
Contra Costa,12/16/2020,522,540,522,0,0,522,540,0,0,522
Contra Costa,12/17/2020,909,1449,909,0,0,909,1449,0,0,909
Contra Costa,12/18/2020,1591,3040,1590,1,0,1591,3040,0,0,1591
Contra Costa,12/19/2020,1101,4141,1100,1,0,1101,4141,0,0,1101
Contra Costa,12/20/2020,583,4724,582,1,0,583,4724,0,0,583
Contra Costa,12/21/2020,1653,6377,1651,2,0,1653,6377,0,0,1653
Contra Costa,12/22/2020,1665,8042,1561,104,0,1665,8042,0,0,1665
Contra Costa,12/23/2020,1580,9622,1334,246,0,1580,9622,0,0,1580
Contra Costa,12/24/2020,654,10276,336,318,0,654,10276,0,0,654
Contra Costa,12/25/2020,39,10315,17,22,0,39,10315,0,0,39
Contra Costa,12/26/2020,641,10956,131,510,0,641,10956,0,0,641
Contra Costa,12/27/2020,240,11196,87,153,0,240,11196,0,0,240
Contra Costa,12/28/2020,1829,13025,860,969,0,1829,13025,0,0,1829
Contra Costa,12/29/2020,1826,14851,824,1002,0,1826,14851,0,0,1826
Contra Costa,12/30/2020,2389,17240,1214,1175,0,2388,17239,0,0,2388
Contra Costa,12/31/2020,914,18154,308,606,0,913,18152,0,0,913
Contra Costa,1/1/2021,59,18213,23,36,0,59,18211,0,0,59
Contra Costa,1/2/2021,334,18547,173,161,0,334,18545,0,0,334
Contra Costa,1/3/2021,175,18722,117,58,0,174,18719,0,0,174
Contra Costa,1/4/2021,1902,20624,1250,652,0,1881,20581,19,19,1881
Contra Costa,1/5/2021,2098,22722,1257,841,0,1839,22163,258,277,1840
Contra Costa,1/6/2021,3271,25993,2242,1029,0,2510,23921,755,1032,2513
Contra Costa,1/7/2021,3087,29080,2057,1030,0,1876,24589,1208,2240,1876
Contra Costa,1/8/2021,3379,32459,2387,992,0,1818,24854,1556,3796,1821
Contra Costa,1/9/2021,1585,34044,1133,452,0,749,24770,835,4631,751
Contra Costa,1/10/2021,359,34403,286,73,0,150,24711,209,4840,150
Contra Costa,1/11/2021,3834,38237,3143,691,0,2231,25341,1603,6443,2233
Contra Costa,1/12/2021,3906,42143,2929,977,0,2582,26601,1324,7767,2584
Contra Costa,1/13/2021,4667,46810,2880,1787,0,3734,29407,929,8696,3735
Contra Costa,1/14/2021,4301,51111,1553,2748,0,3919,32944,382,9078,3919
Contra Costa,1/15/2021,5330,56441,2457,2873,0,5007,37633,322,9400,5011
Contra Costa,1/16/2021,1716,58157,552,1164,0,1641,39199,75,9475,1641
Contra Costa,1/17/2021,1636,59793,974,662,0,1513,40592,123,9598,1516
Contra Costa,1/18/2021,3194,62987,1254,1940,0,2571,42547,617,10215,2572
Contra Costa,1/19/2021,7059,70046,3157,3902,0,6056,47608,1000,11215,6061
Contra Costa,1/20/2021,6607,76653,4053,2554,0,5375,51760,1228,12443,5380
Contra Costa,1/21/2021,6953,83606,3091,3862,0,6230,57280,718,13161,6238
Contra Costa,1/22/2021,6362,89968,2699,3663,0,5505,61940,848,14009,5508
Contra Costa,1/23/2021,2023,91991,358,1665,0,1765,63451,256,14265,1767
Contra Costa,1/24/2021,1581,93572,219,1362,0,1436,64746,145,14410,1440
Contra Costa,1/25/2021,6647,100219,3016,3631,0,5084,68272,1561,15971,5087
Contra Costa,1/26/2021,8073,108292,4676,3397,0,6238,72686,1827,17798,6241
Contra Costa,1/27/2021,8228,116520,5491,2737,0,6339,77221,1808,19606,6343
Contra Costa,1/28/2021,7430,123950,4076,3354,0,5831,81463,1593,21199,5835
Contra Costa,1/29/2021,7438,131388,3888,3550,0,6129,86289,1305,22504,6131
Contra Costa,1/30/2021,2080,133468,595,1485,0,1715,87646,358,22862,1715
Contra Costa,1/31/2021,699,134167,480,219,0,572,88094,124,22986,572
Contra Costa,2/1/2021,5518,139685,3761,1757,0,3889,90362,1624,24610,3892
Contra Costa,2/2/2021,7746,147431,5272,2474,0,5898,94415,1846,26456,5899
Contra Costa,2/3/2021,8265,155696,5458,2807,0,5631,97424,2623,29079,5632
Contra Costa,2/4/2021,7440,163136,3534,3906,0,5721,101432,1715,30794,5723
Contra Costa,2/5/2021,8422,171558,4818,3604,0,5717,104451,2698,33492,5717
Contra Costa,2/6/2021,3465,175023,2152,1313,0,2814,106616,650,34142,2815
Contra Costa,2/7/2021,979,176002,708,271,0,603,106844,375,34517,603
Contra Costa,2/8/2021,5805,181807,3438,2367,0,4330,109705,1470,35987,4331
Contra Costa,2/9/2021,8643,190450,4762,3881,0,5759,112586,2879,38866,5760
Contra Costa,2/10/2021,8624,199074,4645,3979,0,5406,114793,3203,42069,5410
Contra Costa,2/11/2021,9295,208369,4206,5089,0,5272,116052,4017,46086,5276
Contra Costa,2/12/2021,10062,218431,4607,5455,0,5455,116910,4600,50686,5458
Contra Costa,2/13/2021,4872,223303,1363,3509,0,3404,118850,1465,52151,3405
Contra Costa,2/14/2021,2088,225391,864,1224,0,1226,119215,861,53012,1226
Contra Costa,2/15/2021,4440,229831,2461,1979,0,2351,119485,2082,55094,2352
Contra Costa,2/16/2021,10408,240239,4902,5506,0,4636,118359,5765,60859,4639
Contra Costa,2/17/2021,12267,252506,6122,6145,0,5620,117347,6633,67492,5621
Contra Costa,2/18/2021,11444,263950,5954,5490,0,5309,116534,6124,73616,5311
Contra Costa,2/19/2021,11395,275345,7104,4291,0,5169,115493,6211,79827,5170
Contra Costa,2/20/2021,6441,281786,2887,3554,0,4566,118202,1859,81686,4568
Contra Costa,2/21/2021,1794,283580,1248,546,0,1081,118571,712,82398,1081
